name  lat	long	url	url-s	url-p	username	
Caledonian Lane	-37.807613	144.94606	 http://farm1.staticflickr.com/185/442942890_0bf55a53f2_q.jpg	 http://farm1.staticflickr.com/185/442942890_0bf55a53f2_m.jpg	 http://www.flickr.com/photos/17211040@N00/442942890	 geoftheref	
Caledonian Lane	-37.807613	144.94606	 http://farm1.staticflickr.com/187/442942886_a217ed2904_q.jpg	 http://farm1.staticflickr.com/187/442942886_a217ed2904_m.jpg	 http://www.flickr.com/photos/17211040@N00/442942886	 geoftheref	
Caledonian Lane	-37.807613	144.94606	 http://farm1.staticflickr.com/171/442942882_aa240fe318_q.jpg	 http://farm1.staticflickr.com/171/442942882_aa240fe318_m.jpg	 http://www.flickr.com/photos/17211040@N00/442942882	 geoftheref	
Fire Safety Door - Do Not Obstruct	-37.807613	144.94606	 http://farm1.staticflickr.com/189/442942878_c8d44128d6_q.jpg	 http://farm1.staticflickr.com/189/442942878_c8d44128d6_m.jpg	 http://www.flickr.com/photos/17211040@N00/442942878	 geoftheref	
Caledonian Lane	-37.807613	144.94606	 http://farm1.staticflickr.com/198/442942874_458a43241c_q.jpg	 http://farm1.staticflickr.com/198/442942874_458a43241c_m.jpg	 http://www.flickr.com/photos/17211040@N00/442942874	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/188/383287138_f85ef4ba52_q.jpg	 http://farm1.staticflickr.com/188/383287138_f85ef4ba52_m.jpg	 http://www.flickr.com/photos/17211040@N00/383287138	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/142/383285724_1d2264c350_q.jpg	 http://farm1.staticflickr.com/142/383285724_1d2264c350_m.jpg	 http://www.flickr.com/photos/17211040@N00/383285724	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/153/383285723_6d52426c6c_q.jpg	 http://farm1.staticflickr.com/153/383285723_6d52426c6c_m.jpg	 http://www.flickr.com/photos/17211040@N00/383285723	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/130/383285721_06275b3f85_q.jpg	 http://farm1.staticflickr.com/130/383285721_06275b3f85_m.jpg	 http://www.flickr.com/photos/17211040@N00/383285721	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/161/383285718_252d9b1ad5_q.jpg	 http://farm1.staticflickr.com/161/383285718_252d9b1ad5_m.jpg	 http://www.flickr.com/photos/17211040@N00/383285718	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/182/383285716_0665f6aef9_q.jpg	 http://farm1.staticflickr.com/182/383285716_0665f6aef9_m.jpg	 http://www.flickr.com/photos/17211040@N00/383285716	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/130/383283591_2f41caded9_q.jpg	 http://farm1.staticflickr.com/130/383283591_2f41caded9_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283591	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/152/383283590_c758e92b54_q.jpg	 http://farm1.staticflickr.com/152/383283590_c758e92b54_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283590	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/183/383283589_803d2a9e28_q.jpg	 http://farm1.staticflickr.com/183/383283589_803d2a9e28_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283589	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/173/383283585_0f64078e1f_q.jpg	 http://farm1.staticflickr.com/173/383283585_0f64078e1f_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283585	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/184/383283582_69b36ca92d_q.jpg	 http://farm1.staticflickr.com/184/383283582_69b36ca92d_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283582	 geoftheref	
You've Been Pegged	-37.807613	144.94606	 http://farm1.staticflickr.com/149/383283580_aea82b9810_q.jpg	 http://farm1.staticflickr.com/149/383283580_aea82b9810_m.jpg	 http://www.flickr.com/photos/17211040@N00/383283580	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/158/383280795_0fe72ae4f4_q.jpg	 http://farm1.staticflickr.com/158/383280795_0fe72ae4f4_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280795	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/126/383280794_1e9f6271f8_q.jpg	 http://farm1.staticflickr.com/126/383280794_1e9f6271f8_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280794	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/143/383280792_882ec2c5c1_q.jpg	 http://farm1.staticflickr.com/143/383280792_882ec2c5c1_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280792	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/183/383280791_1e9f6271f8_q.jpg	 http://farm1.staticflickr.com/183/383280791_1e9f6271f8_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280791	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/177/383280788_56789a0be2_q.jpg	 http://farm1.staticflickr.com/177/383280788_56789a0be2_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280788	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/162/383280786_95c650b125_q.jpg	 http://farm1.staticflickr.com/162/383280786_95c650b125_m.jpg	 http://www.flickr.com/photos/17211040@N00/383280786	 geoftheref	
FIRE SAFETY DOOR	-37.807613	144.94606	 http://farm1.staticflickr.com/188/383277933_f9f9dfc453_q.jpg	 http://farm1.staticflickr.com/188/383277933_f9f9dfc453_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277933	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/131/383277931_e9eea42542_q.jpg	 http://farm1.staticflickr.com/131/383277931_e9eea42542_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277931	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/177/383277930_853a716b4a_q.jpg	 http://farm1.staticflickr.com/177/383277930_853a716b4a_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277930	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/165/383277929_a96cf3e2fb_q.jpg	 http://farm1.staticflickr.com/165/383277929_a96cf3e2fb_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277929	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/133/383277926_08990ffb2f_q.jpg	 http://farm1.staticflickr.com/133/383277926_08990ffb2f_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277926	 geoftheref	
Melbourne Street Art	-37.807613	144.94606	 http://farm1.staticflickr.com/27/383277924_f637c407af_q.jpg	 http://farm1.staticflickr.com/27/383277924_f637c407af_m.jpg	 http://www.flickr.com/photos/17211040@N00/383277924	 geoftheref	
	-37.80752	144.96755	 http://farm3.staticflickr.com/2209/1884464808_0eb0540f5f_q.jpg	 http://farm3.staticflickr.com/2209/1884464808_0eb0540f5f_m.jpg	 http://www.flickr.com/photos/63357531@N00/1884464808	 sensesmaybenumbed	
jetso - lush	-37.807363	144.968097	 http://farm8.staticflickr.com/7001/6650254831_186e68188b_q.jpg	 http://farm8.staticflickr.com/7001/6650254831_186e68188b_m.jpg	 http://www.flickr.com/photos/29603325@N04/6650254831	 ¥Ë__¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë__¥Ë_¥Ë_¥Ë_	
koori stencil - unknown artist	-37.80719	144.990477	 http://farm2.staticflickr.com/1001/1291961137_f2f6b0ac56_q.jpg	 http://farm2.staticflickr.com/1001/1291961137_f2f6b0ac56_m.jpg	 http://www.flickr.com/photos/26535701@N00/1291961137	 pixelwhip	
Collingwood Graffiti	-37.807184	144.987044	 http://farm6.staticflickr.com/5165/5252673520_73ca1268ec_q.jpg	 http://farm6.staticflickr.com/5165/5252673520_73ca1268ec_m.jpg	 http://www.flickr.com/photos/55962098@N05/5252673520	 Matt-Elliott-Photography	
Melbourne Street Art 2	-37.807166	144.980541	 http://farm6.staticflickr.com/5269/5581975084_68b8c4e2be_q.jpg	 http://farm6.staticflickr.com/5269/5581975084_68b8c4e2be_m.jpg	 http://www.flickr.com/photos/33390009@N06/5581975084	 verorev	
Yo!	-37.807105	144.955303	 http://farm2.staticflickr.com/1428/1411694646_990d0f4961_q.jpg	 http://farm2.staticflickr.com/1428/1411694646_990d0f4961_m.jpg	 http://www.flickr.com/photos/77541634@N00/1411694646	 Paul Hagon	
misspelt truths	-37.806876	144.965736	 http://farm5.staticflickr.com/4012/4527750718_0ec56093a7_q.jpg	 http://farm5.staticflickr.com/4012/4527750718_0ec56093a7_m.jpg	 http://www.flickr.com/photos/91256982@N00/4527750718	 mugley	
Cat	-37.806711	144.986304	 http://farm1.staticflickr.com/204/502672319_8d8a9aec15_q.jpg	 http://farm1.staticflickr.com/204/502672319_8d8a9aec15_m.jpg	 http://www.flickr.com/photos/77541634@N00/502672319	 Paul Hagon	
Cats in love	-37.806711	144.986304	 http://farm1.staticflickr.com/200/502636262_7bf3a16cc4_q.jpg	 http://farm1.staticflickr.com/200/502636262_7bf3a16cc4_m.jpg	 http://www.flickr.com/photos/77541634@N00/502636262	 Paul Hagon	
Collingwood November 2009	-37.806613	144.984469	 http://farm5.staticflickr.com/4114/4772731903_8f89120038_q.jpg	 http://farm5.staticflickr.com/4114/4772731903_8f89120038_m.jpg	 http://www.flickr.com/photos/43285672@N02/4772731903	 Kitten of DOOM.	
texture	-37.806528	144.956016	 http://farm3.staticflickr.com/2215/2125984103_28955fb4ec_q.jpg	 http://farm3.staticflickr.com/2215/2125984103_28955fb4ec_m.jpg	 http://www.flickr.com/photos/11696679@N00/2125984103	 shimo ochiai	
John Howard killed the Glasshouse	-37.806516	144.983417	 http://farm4.staticflickr.com/3042/2835929046_fd1043384c_q.jpg	 http://farm4.staticflickr.com/3042/2835929046_fd1043384c_m.jpg	 http://www.flickr.com/photos/63357531@N00/2835929046	 sensesmaybenumbed	
	-37.806516	144.983417	 http://farm4.staticflickr.com/3151/2835104023_7ecf2193b3_q.jpg	 http://farm4.staticflickr.com/3151/2835104023_7ecf2193b3_m.jpg	 http://www.flickr.com/photos/63357531@N00/2835104023	 sensesmaybenumbed	
Less	-37.806512	144.978675	 http://farm7.staticflickr.com/6207/6135147838_7fe478c722_q.jpg	 http://farm7.staticflickr.com/6207/6135147838_7fe478c722_m.jpg	 http://www.flickr.com/photos/59335517@N02/6135147838	 1llustr4t0r.com	
Space Walk	-37.806512	144.978675	 http://farm7.staticflickr.com/6063/6135147698_bb877234f5_q.jpg	 http://farm7.staticflickr.com/6063/6135147698_bb877234f5_m.jpg	 http://www.flickr.com/photos/59335517@N02/6135147698	 1llustr4t0r.com	
Stiff Quiff	-37.806512	144.978675	 http://farm7.staticflickr.com/6061/6134599583_5a241497a9_q.jpg	 http://farm7.staticflickr.com/6061/6134599583_5a241497a9_m.jpg	 http://www.flickr.com/photos/59335517@N02/6134599583	 1llustr4t0r.com	
Graffitti Panorama	-37.806495	144.978117	 http://farm1.staticflickr.com/149/409766959_2eb76e3e2f_q.jpg	 http://farm1.staticflickr.com/149/409766959_2eb76e3e2f_m.jpg	 http://www.flickr.com/photos/46743608@N00/409766959	 proper dave	
Type A	-37.806325	144.956874	 http://farm1.staticflickr.com/148/425948856_50e6c5e15d_q.jpg	 http://farm1.staticflickr.com/148/425948856_50e6c5e15d_m.jpg	 http://www.flickr.com/photos/36331461@N00/425948856	 blake_lennon	
One Way	-37.80624	144.987001	 http://farm7.staticflickr.com/6172/6194592391_c7a33d2e03_q.jpg	 http://farm7.staticflickr.com/6172/6194592391_c7a33d2e03_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194592391	 1llustr4t0r.com	
Tres Sauce	-37.80624	144.987001	 http://farm7.staticflickr.com/6170/6195108984_2ff2098547_q.jpg	 http://farm7.staticflickr.com/6170/6195108984_2ff2098547_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195108984	 1llustr4t0r.com	
Lush Sold Out	-37.80624	144.987001	 http://farm7.staticflickr.com/6167/6194591905_1b48a14962_q.jpg	 http://farm7.staticflickr.com/6167/6194591905_1b48a14962_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194591905	 1llustr4t0r.com	
Twins	-37.80624	144.987001	 http://farm7.staticflickr.com/6179/6194591685_26c53b9f79_q.jpg	 http://farm7.staticflickr.com/6179/6194591685_26c53b9f79_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194591685	 1llustr4t0r.com	
End To End	-37.80624	144.987001	 http://farm7.staticflickr.com/6158/6194591401_f3da41b7e5_q.jpg	 http://farm7.staticflickr.com/6158/6194591401_f3da41b7e5_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194591401	 1llustr4t0r.com	
Behind Bars	-37.80624	144.987001	 http://farm7.staticflickr.com/6157/6195107828_33396e9f3a_q.jpg	 http://farm7.staticflickr.com/6157/6195107828_33396e9f3a_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195107828	 1llustr4t0r.com	
Silos	-37.80624	144.987001	 http://farm7.staticflickr.com/6166/6194591177_26f6d69c01_q.jpg	 http://farm7.staticflickr.com/6166/6194591177_26f6d69c01_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194591177	 1llustr4t0r.com	
Walls	-37.80624	144.987001	 http://farm7.staticflickr.com/6175/6195107578_6acd7f7709_q.jpg	 http://farm7.staticflickr.com/6175/6195107578_6acd7f7709_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195107578	 1llustr4t0r.com	
Cool Cannon	-37.80624	144.987001	 http://farm7.staticflickr.com/6163/6194590597_effe956c9b_q.jpg	 http://farm7.staticflickr.com/6163/6194590597_effe956c9b_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194590597	 1llustr4t0r.com	
Gritty	-37.80624	144.987001	 http://farm7.staticflickr.com/6174/6195107068_e2a1aafde2_q.jpg	 http://farm7.staticflickr.com/6174/6195107068_e2a1aafde2_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195107068	 1llustr4t0r.com	
Overgrown	-37.80624	144.987001	 http://farm7.staticflickr.com/6175/6194590489_96b43c796f_q.jpg	 http://farm7.staticflickr.com/6175/6194590489_96b43c796f_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194590489	 1llustr4t0r.com	
Phibs and Faces	-37.80624	144.987001	 http://farm7.staticflickr.com/6152/6195106818_749c7a7e11_q.jpg	 http://farm7.staticflickr.com/6152/6195106818_749c7a7e11_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195106818	 1llustr4t0r.com	
Overgrown 2	-37.80624	144.987001	 http://farm7.staticflickr.com/6161/6194589787_a2a01dbd91_q.jpg	 http://farm7.staticflickr.com/6161/6194589787_a2a01dbd91_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194589787	 1llustr4t0r.com	
Fatty	-37.80624	144.987001	 http://farm7.staticflickr.com/6165/6195106414_6c1804e996_q.jpg	 http://farm7.staticflickr.com/6165/6195106414_6c1804e996_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195106414	 1llustr4t0r.com	
Wasteland	-37.80624	144.987001	 http://farm7.staticflickr.com/6169/6195105948_d27a38349a_q.jpg	 http://farm7.staticflickr.com/6169/6195105948_d27a38349a_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195105948	 1llustr4t0r.com	
Lush Kills	-37.80624	144.987001	 http://farm7.staticflickr.com/6173/6194589453_5720bc7ab1_q.jpg	 http://farm7.staticflickr.com/6173/6194589453_5720bc7ab1_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194589453	 1llustr4t0r.com	
Silo Base	-37.80624	144.987001	 http://farm7.staticflickr.com/6159/6195105696_1d4028b41f_q.jpg	 http://farm7.staticflickr.com/6159/6195105696_1d4028b41f_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195105696	 1llustr4t0r.com	
Tower	-37.80624	144.987001	 http://farm7.staticflickr.com/6174/6194588575_0f025104a6_q.jpg	 http://farm7.staticflickr.com/6174/6194588575_0f025104a6_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194588575	 1llustr4t0r.com	
Sync Tower	-37.80624	144.987001	 http://farm7.staticflickr.com/6166/6195105244_dcd99f88ed_q.jpg	 http://farm7.staticflickr.com/6166/6195105244_dcd99f88ed_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195105244	 1llustr4t0r.com	
Sync Tower 2	-37.80624	144.987001	 http://farm7.staticflickr.com/6151/6194588291_5d949b54a5_q.jpg	 http://farm7.staticflickr.com/6151/6194588291_5d949b54a5_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194588291	 1llustr4t0r.com	
Critter Sticker	-37.80624	144.987001	 http://farm7.staticflickr.com/6154/6194588249_a40436be24_q.jpg	 http://farm7.staticflickr.com/6154/6194588249_a40436be24_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194588249	 1llustr4t0r.com	
On a Pedestal	-37.80624	144.987001	 http://farm7.staticflickr.com/6169/6195104914_5ef79f6713_q.jpg	 http://farm7.staticflickr.com/6169/6195104914_5ef79f6713_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195104914	 1llustr4t0r.com	
Pure Aikido	-37.80624	144.987001	 http://farm7.staticflickr.com/6166/6195104404_c21173c5c7_q.jpg	 http://farm7.staticflickr.com/6166/6195104404_c21173c5c7_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195104404	 1llustr4t0r.com	
Bleeding From The Eyes	-37.80624	144.987001	 http://farm7.staticflickr.com/6177/6194587957_b0745ea4a8_q.jpg	 http://farm7.staticflickr.com/6177/6194587957_b0745ea4a8_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194587957	 1llustr4t0r.com	
Bleeding	-37.80624	144.987001	 http://farm7.staticflickr.com/6166/6194587389_b44f932804_q.jpg	 http://farm7.staticflickr.com/6166/6194587389_b44f932804_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194587389	 1llustr4t0r.com	
Blue Loop	-37.80624	144.987001	 http://farm7.staticflickr.com/6171/6195104016_32d67e67a6_q.jpg	 http://farm7.staticflickr.com/6171/6195104016_32d67e67a6_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195104016	 1llustr4t0r.com	
Archie	-37.80624	144.987001	 http://farm7.staticflickr.com/6165/6195103834_2c8ff80500_q.jpg	 http://farm7.staticflickr.com/6165/6195103834_2c8ff80500_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195103834	 1llustr4t0r.com	
All Torn Down	-37.80624	144.987001	 http://farm7.staticflickr.com/6161/6194586919_7a2d6beace_q.jpg	 http://farm7.staticflickr.com/6161/6194586919_7a2d6beace_m.jpg	 http://www.flickr.com/photos/59335517@N02/6194586919	 1llustr4t0r.com	
Alley	-37.80624	144.987001	 http://farm7.staticflickr.com/6179/6195103528_02a1d3b7ea_q.jpg	 http://farm7.staticflickr.com/6179/6195103528_02a1d3b7ea_m.jpg	 http://www.flickr.com/photos/59335517@N02/6195103528	 1llustr4t0r.com	
Melbs graf	-37.80624	144.978868	 http://farm3.staticflickr.com/2183/1699960069_efee7e4cb9_q.jpg	 http://farm3.staticflickr.com/2183/1699960069_efee7e4cb9_m.jpg	 http://www.flickr.com/photos/96951910@N00/1699960069	 mattyp_	
Keep Clear Of Monsters	-37.806168	144.983836	 http://farm6.staticflickr.com/5097/5536500163_4f5c97c9bd_q.jpg	 http://farm6.staticflickr.com/5097/5536500163_4f5c97c9bd_m.jpg	 http://www.flickr.com/photos/59335517@N02/5536500163	 1llustr4t0r.com	
Lizard	-37.806155	144.978783	 http://farm1.staticflickr.com/166/409765313_2bbc723e76_q.jpg	 http://farm1.staticflickr.com/166/409765313_2bbc723e76_m.jpg	 http://www.flickr.com/photos/46743608@N00/409765313	 proper dave	
Fitzroy Melbourne	-37.806105	144.978418	 http://farm5.staticflickr.com/4078/4874786647_1581a4c471_q.jpg	 http://farm5.staticflickr.com/4078/4874786647_1581a4c471_m.jpg	 http://www.flickr.com/photos/95805986@N00/4874786647	 grass	
young st	-37.806096	144.978386	 http://farm1.staticflickr.com/152/357798600_58e0c13333_q.jpg	 http://farm1.staticflickr.com/152/357798600_58e0c13333_m.jpg	 http://www.flickr.com/photos/63357531@N00/357798600	 sensesmaybenumbed	
	-37.806096	144.978386	 http://farm4.staticflickr.com/3216/2303899195_25689cffa7_q.jpg	 http://farm4.staticflickr.com/3216/2303899195_25689cffa7_m.jpg	 http://www.flickr.com/photos/63357531@N00/2303899195	 sensesmaybenumbed	
young st	-37.806096	144.978386	 http://farm1.staticflickr.com/162/357800616_892be3b8d1_q.jpg	 http://farm1.staticflickr.com/162/357800616_892be3b8d1_m.jpg	 http://www.flickr.com/photos/63357531@N00/357800616	 sensesmaybenumbed	
Science experiment	-37.806075	144.978804	 http://farm1.staticflickr.com/196/502636140_e9a568178a_q.jpg	 http://farm1.staticflickr.com/196/502636140_e9a568178a_m.jpg	 http://www.flickr.com/photos/77541634@N00/502636140	 Paul Hagon	
Face	-37.806075	144.978804	 http://farm1.staticflickr.com/199/502636166_9282e4a353_q.jpg	 http://farm1.staticflickr.com/199/502636166_9282e4a353_m.jpg	 http://www.flickr.com/photos/77541634@N00/502636166	 Paul Hagon	
Technicolour happy	-37.806071	144.982452	 http://farm6.staticflickr.com/5182/5633811831_f03e006d6d_q.jpg	 http://farm6.staticflickr.com/5182/5633811831_f03e006d6d_m.jpg	 http://www.flickr.com/photos/81177269@N00/5633811831	 alphajuliet	
But what is science?	-37.806071	144.978246	 http://farm3.staticflickr.com/2342/2270559336_0de6036a52_q.jpg	 http://farm3.staticflickr.com/2342/2270559336_0de6036a52_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270559336	 BlueBec	
This is science	-37.806071	144.978246	 http://farm3.staticflickr.com/2057/2270557120_a340569b58_q.jpg	 http://farm3.staticflickr.com/2057/2270557120_a340569b58_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270557120	 BlueBec	
Stencilled door	-37.806071	144.978246	 http://farm3.staticflickr.com/2180/2270556596_b1e9876ede_q.jpg	 http://farm3.staticflickr.com/2180/2270556596_b1e9876ede_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270556596	 BlueBec	
Is this science?	-37.806071	144.978246	 http://farm3.staticflickr.com/2108/2269766867_758c5c3344_q.jpg	 http://farm3.staticflickr.com/2108/2269766867_758c5c3344_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269766867	 BlueBec	
We have concluded that...	-37.806071	144.978246	 http://farm3.staticflickr.com/2057/2269765815_26d7ecb72b_q.jpg	 http://farm3.staticflickr.com/2057/2269765815_26d7ecb72b_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269765815	 BlueBec	
After careful examination...	-37.806071	144.978246	 http://farm3.staticflickr.com/2001/2270558262_95dd758dd7_q.jpg	 http://farm3.staticflickr.com/2001/2270558262_95dd758dd7_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270558262	 BlueBec	
Frankenstein's Monster	-37.806071	144.978246	 http://farm3.staticflickr.com/2414/2270564542_df61762283_q.jpg	 http://farm3.staticflickr.com/2414/2270564542_df61762283_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270564542	 BlueBec	
Science!	-37.806071	144.978246	 http://farm3.staticflickr.com/2210/2270559898_7b182c46f9_q.jpg	 http://farm3.staticflickr.com/2210/2270559898_7b182c46f9_m.jpg	 http://www.flickr.com/photos/47439204@N00/2270559898	 BlueBec	
Young Street	-37.806071	144.978246	 http://farm3.staticflickr.com/2069/2269771877_8ca1317efa_q.jpg	 http://farm3.staticflickr.com/2069/2269771877_8ca1317efa_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269771877	 BlueBec	
Flaming Skull	-37.806071	144.978246	 http://farm3.staticflickr.com/2248/2269771325_140a869904_q.jpg	 http://farm3.staticflickr.com/2248/2269771325_140a869904_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269771325	 BlueBec	
Art	-37.806071	144.978246	 http://farm3.staticflickr.com/2143/2269770767_ca4260f30f_q.jpg	 http://farm3.staticflickr.com/2143/2269770767_ca4260f30f_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269770767	 BlueBec	
One of Deb's girls	-37.806071	144.978246	 http://farm3.staticflickr.com/2174/2269769689_15e5e97384_q.jpg	 http://farm3.staticflickr.com/2174/2269769689_15e5e97384_m.jpg	 http://www.flickr.com/photos/47439204@N00/2269769689	 BlueBec	
	-37.806066	144.983922	 http://farm4.staticflickr.com/3003/2835122191_e8708a1068_q.jpg	 http://farm4.staticflickr.com/3003/2835122191_e8708a1068_m.jpg	 http://www.flickr.com/photos/63357531@N00/2835122191	 sensesmaybenumbed	
Blue King Brown video shoot 1	-37.80602	144.987065	 http://farm1.staticflickr.com/188/376041078_ffd885ca5f_q.jpg	 http://farm1.staticflickr.com/188/376041078_ffd885ca5f_m.jpg	 http://www.flickr.com/photos/65276246@N00/376041078	 Satta van Daal	
pub	-37.806007	144.979062	 http://farm9.staticflickr.com/8432/7628771732_3f139c7c5b_q.jpg	 http://farm9.staticflickr.com/8432/7628771732_3f139c7c5b_m.jpg	 http://www.flickr.com/photos/18694131@N00/7628771732	 Jellibat	
Spelling Bee Drop Out	-37.805969	144.953527	 http://farm3.staticflickr.com/2628/3803683848_fae496025c_q.jpg	 http://farm3.staticflickr.com/2628/3803683848_fae496025c_m.jpg	 http://www.flickr.com/photos/45152378@N00/3803683848	 tim_best_1972	
You have been warned	-37.805969	144.953527	 http://farm4.staticflickr.com/3461/3803683582_636ed47d22_q.jpg	 http://farm4.staticflickr.com/3461/3803683582_636ed47d22_m.jpg	 http://www.flickr.com/photos/45152378@N00/3803683582	 tim_best_1972	
greengirl.jpg	-37.805969	144.980456	 http://farm3.staticflickr.com/2163/2451327052_4f36f367c6_q.jpg	 http://farm3.staticflickr.com/2163/2451327052_4f36f367c6_m.jpg	 http://www.flickr.com/photos/12335673@N05/2451327052	 indolentdandy	
Still happy	-37.80591	144.982495	 http://farm6.staticflickr.com/5266/5633801999_7f6583a3cb_q.jpg	 http://farm6.staticflickr.com/5266/5633801999_7f6583a3cb_m.jpg	 http://www.flickr.com/photos/81177269@N00/5633801999	 alphajuliet	
Bots Graffiti	-37.805906	144.987497	 http://farm8.staticflickr.com/7184/6972212821_3b4064df46_q.jpg	 http://farm8.staticflickr.com/7184/6972212821_3b4064df46_m.jpg	 http://www.flickr.com/photos/66801479@N08/6972212821	 Andrew_Dempster	
Pink Skull	-37.805884	144.980735	 http://farm7.staticflickr.com/6196/6135148336_6ecd44bab5_q.jpg	 http://farm7.staticflickr.com/6196/6135148336_6ecd44bab5_m.jpg	 http://www.flickr.com/photos/59335517@N02/6135148336	 1llustr4t0r.com	
Chat	-37.805884	144.980735	 http://farm7.staticflickr.com/6064/6134600257_0533ebeabd_q.jpg	 http://farm7.staticflickr.com/6064/6134600257_0533ebeabd_m.jpg	 http://www.flickr.com/photos/59335517@N02/6134600257	 1llustr4t0r.com	
Melissa Jackson	-37.805884	144.980735	 http://farm7.staticflickr.com/6193/6135148136_41a082f83b_q.jpg	 http://farm7.staticflickr.com/6193/6135148136_41a082f83b_m.jpg	 http://www.flickr.com/photos/59335517@N02/6135148136	 1llustr4t0r.com	
